element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,Aki(10^8 s^-1),Acc,Ei(eV),Ek(eV),g_i,g_k,Type,tp_ref,line_ref
Ti,1,252.0542,0.0003,15+,3.8e-01,C,0.00000000,4.9174713,5,3,,T3499n,L10989
Mn,2,252.062,0.002,50*,9.e-01,D,6.1328970,11.050227,7,7,,c88,L562
Fe,2,252.06733,0.00003,9000,7.4e-02,D+,3.26732671,8.1845410,10,10,,T6892c83,L18349c139
Fe,2,252.0766,0.0003,1600,1.7e-02,D,2.85551515,7.7725538,4,6,,T6892c83,L18349c139
N,2,252.079,0.010,160,1.70e-01,C+,21.152682,26.069666,3,5,,T5520LS,L3513
Co,2,252.08242,0.00010,830,8.e-02,D,3.86823409,8.78515492,5,3,,T6999,L9429c118
Cs,3,252.0864,0.0003,3300,6.88e-01,,21.5145446,26.4313875,4,6,,T8611,L14869
Fe,2,252.109143,0.000012,70000,2.05e+00,C+,3.42449356,8.3408923,6,4,,T6892c83,L18349c139
V,3,252.116,0.010,250,1.1e+00,D,6.175069,11.091338,8,6,,T3396n,L4746
Fe,2,252.12163,0.00002,11000,2.21e+00,C+,6.2086229,11.1247777,4,6,,T6892c83,L18349c139
Fe,2,252.13318,0.00011,700,8.e-02,D+,8.0381375,12.9540682,10,8,,T6892c83,L18349c139
Co,1,252.136,0.010,4300,3.0e+00,D,0.000000,4.915869,10,8,,T4223,L3475
In,1,252.1371,0.0010,100,5.33e-02,C+,0.2743273,5.190222,4,6,,T7227,L3547
Fe,2,252.14864,0.00005,4000,2.67e+00,B+,7.2693948,12.1850247,10,12,,T6892c83,L18349c139
V,3,252.155,0.010,250,3.5e+00,D,7.850066,12.765572,8,8,,T3396n,L4746
Hg,2,252.1678,0.0002,300,1.6e-02,,13.1689890,18.0842477,8,6,,T7226,L11760
Fe,2,252.181511,0.000012,50000,2.36e+00,B+,4.15363129,9.0686191,8,8,,T6892c83,L18349c139
Fe,1,252.19188,0.00002,380,2.42e-02,C+,0.91460217,5.82938837,9,7,,T5720,L11631
Ne,3,252.2025,0.0010,20,5.8e-03,C,43.786633,48.701219,5,7,,c52,L10704
W,2,252.204075,0.000010,169,2.48e-01,B,0.58474395,5.49929234,8,6,,T7162,L11762
Fe,2,252.21971,0.00003,11000,4.2e-02,D+,2.63486052,7.5491010,14,12,,T6892c83,L18349c145
N,2,252.223,0.010,220,2.26e-01,C+,21.159916,26.074085,5,7,,T5520LS,L3513
Co,2,252.2415,0.0015,1600d,5.e-02,D,6.53206212,11.44589487,3,5,,T6999,L4687c119
Fe,2,252.24337,0.00014,2000,3.6e-02,D+,5.82322475,10.7370057,6,6,,T6892c83,L18349c139
Fe,1,252.24798,0.00002,590,1.14e-02,C+,0.91460217,5.82829520,9,11,,T5720,L11631
V,2,252.25079,0.00006,3600,4.1e-02,D+,1.56486479,6.47850268,11,13,,T9770,L18516
Fe,1,252.28493,0.00002,11700,2.13e+00,B,0.0000000,4.91297355,9,9,,T5720,L11631
Fe,2,252.289161,0.000012,60000,2.13e+00,B+,4.14931647,9.0622072,10,10,,T6892c83,L18349c139
Co,2,252.29565,0.00003,50000*,1.1e-01,D,5.69980603,10.61257253,7,5,,T6999,L9429c118
Co,2,252.29565,0.00003,50000*,1.1e+00,D,3.42012122,8.3328860,3,5,,T6999,L9429c118
In,1,252.2985,0.0010,10,1.27e-02,C+,0.2743273,5.187054,4,4,,T7227,L3547
Mn,2,252.3013,0.0006,100,1.0e+00,D,5.990647,10.903312,9,9,,c88,L562
Nb,4,252.3169,0.0005,50000,3.0e-01,D+,22.462395,27.3747526,5,3,,T2192,L12094
O,2,252.3212,0.0010,7,9.63e-02,D,26.5536859,31.465948,2,2,,T5723LS,L10621
Hg,2,252.3324,0.0002,1600p,1.2e-02,,12.0383417,16.9503903,4,6,,T7226,L11760
W,1,252.3410,0.0010,60r,5.1e-01,C,0.598844,5.510728,7,7,,T6977,L153
Fe,2,252.344146,0.000017,19000,5.9e-01,D+,4.84893721,9.7607579,2,4,,T6892c83,L18349c139
V,2,252.3609,0.0003,4600,9.e-03,D+,3.7956411,8.7071374,9,11,,T9770,L18516
Ir,2,252.3610,0.0020,64,1.98e-02,B,1.452984,6.364481,9,11,,T7750,"L4457,L18358,L8724"
Ir,2,252.3870,0.0020,57,5.e-02,E,2.315590,7.226610,3,3,,T7959,"L4457,L18358"
Sn,1,252.39069,0.00005,2000,7.4e-02,D,1.0678703,5.9787857,5,3,,T4515,"L3149,L7378"
V,2,252.39514,0.00004,17000,3.9e-01,C,1.42765133,6.3384812,3,5,,T9770,L18516
Si,1,252.4108,0.0010,425,2.22e+00,B,0.0095610,4.9200852,3,1,,T5814,L3521
Fe,2,252.41529,0.00016,1600,2.2e-02,D,5.58919550,10.4996322,6,8,,T6892c83,L18349c139
Co,2,252.4261,0.0015,76d,3.1e-03,E,5.0455404,9.955784,9,9,,T6999,L4687c119
Fe,1,252.42923,0.00002,3160,3.23e+00,B,0.11011433,5.02027939,3,1,,T5720,L11631
Pt,1,252.43065,0.00006,2900,1.57e-01,B+,0.81426023,5.72439702,5,5,,T3313,L11529
B,4,252.440,0.005,1300*,6.6237e+00,AAA,245.75370,250.66370,7,9,,T8636c73,L12548
B,4,252.440,0.005,1300*,4.4490e+00,AAA,245.75370,250.66370,5,7,,T8636c73,L12548
B,4,252.440,0.005,1300*,5.3210e-01,AAA,245.75370,250.66370,7,7,,T8636c73,L12548
B,4,252.440,0.005,1300*,5.6105e+00,AAA,245.75370,250.66370,3,5,,T8636c73,L12548
B,4,252.440,0.005,1300*,1.0385e+00,AAA,245.75370,250.66370,5,5,,T8636c73,L12548
B,4,252.440,0.005,1300*,2.9730e-02,AAA,245.75370,250.66370,7,5,,T8636c73,L12548
Ar,3,252.448,0.004,1,2.5e-02,E,23.1731458,28.08293673,5,7,,"T1619CA,LS",L7491
Bi,1,252.44907,0.00020,1600,8.6e-02,C+,1.4157804,6.3255610,4,4,,T6498,L9843
Co,2,252.46343,0.00003,26000,1.0e+00,D,3.00877191,7.91827191,3,3,,T6999,L9429c118
Ti,2,252.463890,0.000013,206,8.21e-02,B+,0.12199000,5.03148088,6,6,,T7385,u37
Cs,3,252.4672,0.0006,2000p,3.27e-02,,22.4086923,27.3181023,8,6,,T8611,L14869
Co,2,252.46771,0.00003,6500,1.7e-01,D,3.13897205,8.04838837,3,5,,T6999,L9429c118
Fe,2,252.47539,0.00003,2400,5.2e-01,D+,8.2589171,13.1681849,4,6,,T6892c83,L18349c139
Co,2,252.47785,0.00013,320,1.1e-01,D,8.5942222,13.50344129,3,5,,T6999,L9429c118
Fe,2,252.4818,0.0005,150d?,1.0e-02,D,8.1452725,13.0544220,10,8,,T6892c83,L18349c142
Co,2,252.49736,0.00003,68000,1.82e+00,B+,1.40373174,6.31257177,5,5,,T6854,L9429c118
Co,2,252.50816,0.00003,16000,5.3e-01,D,2.98484767,7.89347780,5,3,,T6999,L9429c118
Fe,2,252.51099,0.00002,15000,4.7e-01,C+,4.15363129,9.0622072,8,10,,T6892c83,L18349c139
Cs,3,252.52432,0.00011,96000h,5.07e-02,,16.9478340,21.8561528,4,6,,T8611,L14869
Fe,2,252.53281,0.00003,1400,5.3e-01,C+,8.7179023,13.6260522,10,8,,T6892c83,L18349c139
Fe,2,252.538758,0.000012,240000,1.91e+00,B+,2.63486052,7.5428961,14,14,,T6892c83,L18349c139
Fe,2,252.54782,0.00005,4000,3.8e-01,D+,6.2169162,11.1247777,6,6,,T6892c83,L18349c139
Ti,2,252.560296,0.000013,1350,4.06e-01,B+,0.15074407,5.05836105,10,8,,T7385,u37
Fe,2,252.56322,0.00005,1500,2.3e-01,D+,8.2404290,13.1479926,12,12,,T6892c83,L18349c139
Na,2,252.5647,0.0003,50,2.78e-03,D,36.354688,41.262215,3,5,,T7663,L914
Cs,3,252.56707,0.00008,840000,1.53e+00,,15.0102288,19.9177135,4,4,,T8611,L14869
Fe,2,252.56993,0.00014,1900,3.4e-02,D+,5.61522263,10.5226519,4,6,,T6892c83,L18349c139
Fe,2,252.58616,0.00002,13000bl(Fe II)*,6.4e-02,D+,3.26732671,8.1744466,10,8,,T6892c83,L18349c148
Fe,2,252.58616,0.00002,13000bl(Fe II)*,6.0e-01,D+,4.7317602,9.6388708,6,6,,T6892c83,L18349c148
Fe,2,252.591870,0.000013,36000,7.4e-01,C+,4.79323577,9.7002396,8,8,,T7466,L18349c139
Cs,3,252.5944,0.0003,14000,1.31e-01,,20.1924655,25.0994194,6,6,,T8611,L14869
Co,2,252.60589,0.00003,2800,1.4e-01,D,3.86823409,8.77496540,5,5,,T6999,L9429c118
Fe,2,252.607458,0.000013,32000,3.5e-01,D+,2.67577925,7.5824802,10,8,,T6892c83,L18349c139
Fe,2,252.61121,0.00016,1500,7.e-03,D,3.22131344,8.1279417,8,10,,T6892c83,L18349c139
Co,2,252.61862,0.00003,2700,2.1e-02,D,8.18514505,13.0916291,7,9,,T6999,L9429c118
Fe,2,252.629363,0.000012,350000,2.47e+00,B+,2.58265947,7.4889348,6,6,,T6892c83,L18349c139
Ta,1,252.635,0.010,1200D,4.5e-01,D+,0.249221,5.155384,6,6,,T7871,L3475
Cs,3,252.6428,0.0004,500,1.22e-02,,22.6277684,27.533788,4,4,,T8611,L14869
Al,2,252.6486,0.0010,1000,1.94e-01,C+,11.821968,16.727874,1,3,,T6533,L4575
Co,2,252.65033,0.00003,1500,2.2e-01,D,9.22154694,14.12741483,11,13,,T6999,L9429c118
Fe,2,252.6529,0.0005,160d?,1.3e-02,D,7.9400585,12.8458690,8,10,,T6892c83,L18349c142
Cu,2,252.65923,0.00005,500000,2.7e-01,C+,8.48643755,13.39213301,7,7,,T4280,L869c171
Fe,2,252.66159,0.00003,3300,7.1e-01,C+,8.1279417,13.0335915,10,8,,T6892c83,L18349c139
O,2,252.6869,0.0010,11,1.20e-01,D,26.5610940,31.466247,4,4,,T5723LS,L10621
Cs,3,252.6971,0.0004,880,7.23e-02,,20.9579882,25.8629429,6,4,,T8611,L14869
Tm,1,252.7022,0.0005,1300,1.47e-01,B+,0.0000000,4.904866,8,8,,T3042n,"L2006,L3475"
Fe,2,252.710433,0.000012,40000,3.7e-01,D+,2.65702556,7.5617273,12,10,,T6892c83,L18349c139
Cr,1,252.71170,0.00002,73,5.3e-01,E,1.03000806,5.93468472,9,9,,T3196,L14866
Fe,2,252.71563,0.00003,9000,9.e-02,D+,3.19945278,8.1040544,10,12,,T6892c83,L18349c139
Fe,2,252.72657,0.00004,2300bl(Fe I),2.3e-01,D+,7.9400585,12.8444417,8,6,,T6892c83,L18349c148
Fe,1,252.72661,0.00005,158,3.46e-01,D+,2.40407444,7.3084633,13,13,,T5720,L11631
Fe,1,252.74348,0.00002,6600,1.93e+00,B,0.05156912,4.95563019,7,7,,T5720,L11631
Fe,2,252.745493,0.000011,90000,1.23e+00,C+,4.15363129,9.0576548,8,6,,T6892c83,L18349c145
Fe,2,252.76758,0.00005,4000,5.5e-02,D+,3.81430861,8.7179023,8,10,,T6892c83,L18349c139
Fe,2,252.770477,0.000012,40000bl(Fe I),9.1e-01,C+,4.14931647,9.0528530,10,8,,T6892c83,L18349c148
Tm,1,252.785,0.002,350,6.4e-02,C+,0.0000000,4.903242,8,6,,T3042n,L3475
V,2,252.790426,0.000015,87000,1.23e+00,A,1.57535312,6.47850268,13,13,,T9770,L18516
Ti,1,252.7985,0.0003,10,6.8e-02,C,0.02109378,4.9240869,7,7,,T3499n,L10989
Mn,2,252.8011,0.0006,100,1.3e+00,C,6.139411,11.042366,11,11,,c88,L562
Co,2,252.82237,0.00003,22000,5.0e-01,D,2.98484767,7.88737753,5,5,,T6999,L9429c118
Fe,2,252.8348,0.0005,230d,1.6e-02,D,6.22249688,11.1247777,8,6,,T6892c83,L18349c142
Ba,2,252.84078,0.00010,249,6.9e-01,C,2.5121134,7.4142866,2,4,,"T3225,T7387",L9224
V,2,252.846598,0.000015,63000,1.21e+00,B,1.55539447,6.4574548,9,9,,T9770,L18516
Si,1,252.8509,0.0010,450,9.04e-01,B,0.0276679,4.9296471,5,3,,T5814,L3521
Sb,1,252.852,0.010,2000r,1.77e+00,,1.2217425,6.1237200,6,4,,T3880,L7406
Co,2,252.86155,0.00003,100000,1.33e+00,B+,1.21663958,6.11840992,9,9,,T6854,L9429c118
Fe,2,252.86811,0.00005,5000,2.3e-02,D+,2.80665448,7.7082990,10,8,,T7503,L18349c139
V,2,252.883460,0.000015,74000,1.20e+00,A,1.56486479,6.46621091,11,11,,T9770,L18516
Cs,3,252.88961,0.00010,16000,3.29e-01,,16.3389449,21.2401700,4,2,,T8611,L14869
Co,1,252.897,0.010,2900,2.8e+00,D,0.101171,5.002260,8,6,,T4223,L3475
Fe,2,252.907709,0.000014,25000,1.80e+00,C+,4.7379945,9.6388708,4,6,,T6892c83,L18349c139
Fe,1,252.91348,0.00002,4900,9.91e-01,B,0.08728574,4.98804995,5,5,,T5720,L11631
Mg,3,252.9190,0.0010,10,1.89e-01,B+,53.04690,57.94755,1,3,,c46,L1434
Fe,2,252.922808,0.000012,40000,3.3e-01,D+,3.24468891,8.1452725,12,10,,T6892c83,L18349c139
Cu,2,252.930395,0.000021,940000,1.06e+00,C+,8.78322249,13.68365916,7,5,,T6136,L19804c167
Fe,1,252.93075,0.00002,910,4.86e+00,B,2.60850194,7.5089311,5,7,,T5720,L11631
Fe,2,252.954515,0.000014,250000,2.20e+00,B+,2.80665448,7.7066254,10,10,,T6892c83,L18349c145
Fe,2,252.955919,0.000012,130000,2.02e+00,C+,2.70434897,7.6042922,4,4,,T6892c83,L18349c145
Ti,2,252.974777,0.000013,154,7.48e-02,B+,0.11257359,5.01215028,4,4,,T7385,u37
Fe,1,252.98352,0.00002,2190,3.83e-01,B,0.11011433,5.00952178,3,3,,T5720,L11631
Ti,1,252.9871,0.0003,5,3.8e-01,C,0.02109378,4.9204324,7,5,,T3499n,L10989
Fe,2,252.99308,0.00003,8000,2.0e-01,D+,4.15363129,9.0528530,8,8,,T6892c83,L18349c139
B,4,253.006,0.005,2400*,1.2369e-01,AAA,245.7653,250.66420,7,9,,T8636c73,L12548
B,4,253.006,0.005,2400*,3.1465e-01,AAA,245.7653,250.66420,9,9,,T8636c73,L12548
B,4,253.006,0.005,2400*,1.0908e+01,AAA,245.7653,250.66420,9,11,,T8636c73,L12548
B,4,253.006,0.005,2400*,1.0327e+01,AAA,245.7653,250.66420,7,9,,T8636c73,L12548
B,4,253.006,0.005,2400*,3.6707e-01,AAA,245.7653,250.66420,9,9,,T8636c73,L12548
B,4,253.006,0.005,2400*,1.0006e+01,AAA,245.7653,250.66420,5,7,,T8636c73,L12548
B,4,253.006,0.005,2400*,5.7809e-01,AAA,245.7653,250.66420,7,7,,T8636c73,L12548
B,4,253.006,0.005,2400*,1.3913e-02,AAA,245.7653,250.66420,9,7,,T8636c73,L12548
Fe,2,253.0067,0.0003,1500,2.1e-02,D,5.54876624,10.4477261,8,8,,T6892c83,L18349c139
Co,2,253.00797,0.00003,110000,1.8e+00,C+,2.98484767,7.88378161,5,7,,T6999,L9429c118
Fe,2,253.010035,0.000012,32000,6.6e-01,C+,4.83702231,9.7359140,4,6,,T6892c83,L18349c139
Fe,2,253.010921,0.000012,100000,4.3e-01,D+,2.82812245,7.7269984,8,8,,T6892c83,L18349c139
Hg,2,253.0113,0.0003,30,3.3e-03,,11.8017287,16.7006053,8,6,,T7226,L11760
Co,1,253.013,0.010,720,7.1e-02,D,0.581508,5.480340,6,6,,T4223,L3475
Fe,2,253.0154,0.0003,310,3.1e-02,D+,8.1926616,13.0914511,6,8,,T6892c83,L18349c139
V,1,253.01853,0.00009,920000,1.54e-01,C+,0.06855768,4.96728730,10,12,,T9399,L15916
Na,3,253.0249,0.0005,15,3.65e-01,B+,45.507242,50.405854,4,4,,"c51,T7317",L1882
Co,2,253.02657,0.00003,1000,1.2e-01,D,5.69980603,10.59837869,7,9,,T6999,L9429c118
O,2,253.0274,0.0010,13,8.16e-02,D,26.2490334,31.147582,6,8,,T5723LS,L10621
Fe,2,253.02876,0.00010,700,1.8e-02,D,8.1279417,13.0264775,10,8,,T6892c83,L18349c139
Fe,2,253.03419,0.00012,600,4.3e-02,D+,8.2559890,13.1544172,10,10,,T6892c83,L18349c139
Ir,2,253.0407,0.0010,610,9.e-02,E,1.452984,6.351279,9,7,,T7959,"L4457,L7593"
Fe,2,253.04178,0.00005,1700,4.2e-01,C+,8.1279417,13.0262214,10,12,,T6892c83,L18349c139
Fe,2,253.05700,0.00007,1400,6.9e-02,D+,8.1040544,13.0020396,12,10,,T6892c83,L18349c139
Fe,1,253.06915,0.00002,1410,6.40e-03,B,0.08728574,4.98504395,5,7,,T5720,L11631
Te,1,253.074,0.003,190000,1.09e-02,,0.5890132,5.4866727,3,5,,T7227,"L5813,L3475,L17457,L7363"
Tl,2,253.086,0.010,20,1.18e+00,,9.381057,14.278715,3,5,,T7307,L3272
Co,2,253.10136,0.00005,820,6.e-01,D,8.04838837,12.9455164,5,5,,T6999,L9429c118
Ne,8,253.12,0.20,330bl*,2.11e+00,A,[225.4890],[230.3891],14,18,,T7495,L9090
Ne,8,253.12,0.20,330bl*,2.58e+00,A,[225.4907],[230.3892],18,22,,T7495,L9090
Ne,8,253.12,0.20,330bl*,2.93e+00,A,[225.4912],[230.3893],22,26,,T7495,L9090
Ti,2,253.125172,0.000013,930,3.71e-01,B+,0.13481497,5.03148088,8,6,,T7385,u37
Na,2,253.1538,0.0003,600,8.44e-01,C+,36.354688,41.250796,3,1,,T7663,L914
Co,2,253.16668,0.00003,4400,1.44e+00,C+,9.22154694,14.11741017,11,11,,T6999,L9429c118
Fe,2,253.187088,0.000012,7000,2.30e+00,B+,8.7438237,13.6392921,8,10,,T6892c83,L18349c139
V,2,253.188412,0.000019,25000,1.2e+00,D,4.57740544,9.4728481,7,5,,T9770,L18516
Fe,2,253.2050,0.0002,1500,2.7e-02,D+,5.55260578,10.4477261,6,8,,T6892c83,L18349c139
Cs,3,253.2361,0.0006,1800p,4.35e-03,,17.6141539,22.5086846,6,6,,T8611,L14869
Si,1,253.2381,0.0010,110,2.45e-01,C,1.9086586,6.8031408,1,3,,T5071,L3521
Cl,3,253.248,0.010,500,5.3e+00,D,25.93536?,30.829717,4,6,,"T1619CA,LS",L495
Mn,2,253.2781,0.0006,500,9.e-01,D,4.0712369,8.9649540,3,5,,c88,L562
Fe,1,253.28759,0.00002,60,1.43e-02,B,0.95815732,5.85168345,7,5,,T5720,L11631
Co,2,253.29015,0.00005,1600,1.0e-01,D,9.06907725,13.9625535,9,7,,T6999,L9429c118
Cs,3,253.2945,0.0004,4400D,1.49e-01,,20.5609734,25.4543625,2,2,,T8611,L14869
Fe,1,253.31414,0.00005,98,2.07e-01,C+,2.43269470,7.3257089,11,11,,T5720,L11631
Ge,1,253.32305,0.00010,70,1.0e-01,C,0.06907582,4.96191710,3,3,,T4515,L3476
Mn,2,253.3329,0.0006,500,1.1e+00,D,4.0740154,8.966664,5,3,,c88,L562
Cs,3,253.34472,0.00018,51000h,2.95e-01,,17.9614334,22.8538544,10,8,,T8611,L14869
V,2,253.3452,0.0008,1600,5.3e-01,D+,6.14879914,11.0412076,11,11,,T9770,L10089c179
Fe,2,253.3511,0.0005,180d,3.4e-02,D+,8.1452725,13.0375699,10,10,,T6892c83,L18349c143
Cs,3,253.3610,0.0002,3200,1.26e-01,,17.1673886,22.0594962,6,4,,T8611,L14869
Fe,2,253.362708,0.000012,200000,1.92e+00,B+,2.65702556,7.5491010,12,12,,T6892c83,L18349c139
W,1,253.3635,0.0010,35r,9.8e-01,B,0.207090,5.099145,3,1,,T6977,L153
B,4,253.374,0.005,40*,2.9992e-04,AAA,245.7653,250.65718,5,7,,T8636c73,L12548
B,4,253.374,0.005,40*,1.4682e-02,AAA,245.7653,250.65718,5,5,,T8636c73,L12548
B,4,253.374,0.005,40*,1.3226e-01,AAA,245.7653,250.65718,5,3,,T8636c73,L12548
B,4,253.374,0.005,40*,6.9307e-03,AAA,245.7653,250.65718,7,7,,T8636c73,L12548
B,4,253.374,0.005,40*,8.1290e-02,AAA,245.7653,250.65718,7,5,,T8636c73,L12548
B,4,253.374,0.005,40*,1.2160e-01,AAA,245.7653,250.65718,9,7,,T8636c73,L12548
Co,2,253.37505,0.00010,110,8.e-02,D,6.38670726,11.2785437,7,5,,T6999,L9429c118
Co,2,253.38007,0.00003,55000,4.1e-01,D,3.11785953,8.00959966,9,11,,T6999,L9429c118
Co,2,253.38555,0.00003,35000,1.4e+00,D,3.02663766,7.91827191,1,3,,T6999,L9429c118
Ar,3,253.392,0.004,3,2.7e-01,E,23.1731458,28.06469227,5,5,,"T1619CA,LS",L7491
V,2,253.39747,0.00008,6800,2.8e-01,C,4.7755099,9.6669142,9,9,,T9770,L18516
P,1,253.3976,0.0010,750,2.00e-01,C,2.321320,7.2127021,2,4,,T1220,L5148
Fe,2,253.41640,0.00010,2600,1.0e-01,D+,5.82322475,10.7142644,6,8,,T6892c83,L18349c139
Fe,2,253.42195,0.00019,700,7.e-03,D,8.1744466,13.0653835,8,6,,T6892c83,L18349c139
Mn,2,253.4221,0.0006,800,1.0e+00,D,4.0740154,8.9649540,5,5,,c88,L562
Fe,2,253.441837,0.000012,150000,1.83e+00,B+,2.69193206,7.5824802,8,8,,T6892c83,L18349c139
Fe,2,253.450335,0.000020,5000,1.03e+00,C+,8.1040544,12.9944385,12,10,,T6892c83,L18349c139
V,2,253.451989,0.000020,13000,3.5e-01,C,1.4004649,6.2908170,1,3,,T9770,L18516
Ti,2,253.461943,0.000013,610,2.95e-01,B+,0.12199000,5.01215028,6,4,,T7385,u37
Ac,2,253.4851,0.0006,3800,6.0e-02,E,0.6530430,5.542750,5,5,,T10463,L7344
Co,2,253.4883,0.0015,590d,2.2e-02,D,6.47566059,11.36530142,5,7,,T6999,L4687c119
Fe,2,253.48889,0.00005,1700,4.3e-01,D+,8.1279417,13.0175819,10,8,,T6892c83,L18349c139
Co,3,253.502,0.002,53,5.e-03,D,8.7948492,13.6843304,6,6,,u37,L3537c164
Mn,2,253.5041,0.0018,60*,3.6e-01,D,5.3803433,10.2697054,7,9,,c88,L562
Ag,2,253.530785,0.000019,19000,3.4e-02,E,5.05178168,9.94061414,5,5,,T6475c86,L11881c113
Fe,2,253.53621,0.00003,9000,2.5e+00,C+,5.57055201,10.4592796,6,4,,T6892c83,L18349c139
Fe,2,253.548528,0.000013,90000,7.5e-01,B,2.80665448,7.6951447,10,8,,T7461,L18349c139
Mo,5,253.5488,0.0010,1300,2.3e+00,C,29.478425,34.366921,5,3,,T9479,L19131
Co,2,253.55865,0.00007,280,3.8e-02,D,9.22154694,14.10984168,11,13,,T6999,L9429c118
P,1,253.5603,0.0010,950,9.5e-01,C,2.324457,7.2127021,4,4,,T1220,L5148
Fe,1,253.56068,0.00002,4170,9.59e-01,B,0.12126572,5.00952178,1,3,,T5720,L11631
Mn,2,253.5658,0.0006,1000,4.67e-01,B+,3.419929,8.3080841,9,7,,T7259,L562
Co,2,253.57909,0.00005,410,2.0e-01,D,5.75940077,10.6473006,5,3,,T6999,L9429c118
Ti,2,253.587016,0.000013,384,4.86e-01,B+,0.11257359,5.00032200,4,2,,T7385,u37
Co,1,253.596,0.010,2900,1.9e+00,C,0.174426,5.061998,6,4,,T4223,L3475
Mn,2,253.5977,0.0006,300,1.34e-01,B+,3.420542,8.3080841,7,7,,T7259,L562
Mn,2,253.600,0.002,100,7.0e-03,C,3.420645,8.3080841,5,7,,T7259,L562
Co,1,253.649,0.010,860,3.0e-01,D,0.513624,5.400159,8,8,,T4223,L3475
Hg,1,253.65210,0.00010,900000,8.40e-02,A+,0.0000000,4.8864946,1,3,,T7227,L7247
Fe,2,253.667231,0.000012,80000,5.7e-01,C+,3.24468891,8.1308918,12,12,,T6892c83,L18349c139
Fe,2,253.680452,0.000012,150000,1.69e+00,B+,2.67577925,7.5617273,10,10,,T6892c83,L18349c139
Fe,2,253.684496,0.000012,70000,6.8e-01,C+,2.65702556,7.5428961,12,14,,T6892c83,L18349c139
Fe,2,253.6990,0.0005,250d,2.3e-02,D,7.3973238,12.2829242,4,4,,T6892c83,L18349c143
Fe,2,253.71036,0.00012,1900,1.0e-02,D,3.15276806,8.0381375,12,10,,T6892c83,L18349c139
Co,2,253.7125,0.0010,150,1.9e-02,D,5.89388210,10.7792048,5,5,,T6999,L4687c119
Fe,2,253.713775,0.000012,90000,1.44e+00,C+,4.76830747,9.6536143,10,10,,T7466,L18349c139
Fe,1,253.71745,0.00002,2090,3.70e+00,B,2.40407444,7.28931061,13,15,,T5720,L11631
Co,2,253.74498,0.00003,5000,1.8e-01,D,3.00877191,7.89347780,3,3,,T6999,L9429c118
Fe,1,253.74587,0.00002,240,3.19e-02,C+,1.48486439,6.36955305,9,11,,T5720,L11631
Fe,3,253.7537,0.0013,810,1.9e-02,D,11.578732,16.463293,9,9,,T6105,L3495
V,2,253.76191,0.00020,1400,1.7e-01,C,3.1232904,8.0076701,5,5,,T9770,L18516
Mn,2,253.7919,0.0006,1000,1.6e+00,D,4.073782,8.9575769,7,7,,c88,L562
Co,2,253.80073,0.00007,220,2.2e-02,D,5.60380197,10.48743503,11,9,,T6999,L9429c118
Mn,2,253.8041,0.0006,500,6.e-01,D,4.0740154,8.9575769,5,7,,c88,L562
Tl,1,253.818,0.010,2r,1.6e-02,C,,,4,2,,T4515,L3428
Fe,2,253.820421,0.000012,50000bl(Fe II)*,1.26e+00,B+,4.07605998,8.9593142,14,12,,T6892c83,L18349c148
Fe,2,253.820421,0.000012,50000bl(Fe II)*,6.5e-02,D+,3.24468891,8.1279417,12,10,,T6892c83,L18349c148
Cs,3,253.8397,0.0005,630,2.05e-01,,21.2401700,26.1230533,2,2,,T8611,L14869
Fe,2,253.83980,0.00006,4000,3.7e-02,D+,2.84411707,7.7269984,6,8,,T6892c83,L18349c139
Fe,2,253.850014,0.000012,40000,5.9e-01,D+,2.69193206,7.5746170,8,6,,T6892c83,L18349c139
Fe,2,253.85893,0.00004,7000,1.1e-01,D+,3.42449356,8.3070070,6,6,,T6892c83,L18349c139
Fe,2,253.867869,0.000014,29000,7.4e-01,C+,4.81789820,9.7002396,6,8,,T7466,L18349c139
Fe,1,253.86992,0.00005,145,2.74e-03,C+,0.95815732,5.84045966,7,9,,T5720,L11631
Cs,3,253.8703,0.0003,19000,2.43e-01,,17.1772019,22.0594962,4,4,,T8611,L14869
Fe,2,253.873759,0.000019,2500,1.08e+00,C+,8.7438237,13.6260522,8,8,,T6892c83,L18349c139
Fe,2,253.879842,0.000012,140000,1.41e+00,B+,2.65702556,7.5391368,12,10,,T6892c83,L18349c139
Fe,2,253.890920,0.000012,100000,1.28e+00,C+,2.67577925,7.5576776,10,8,,T6892c83,L18349c139
Cr,1,253.89498,0.00002,16,1.1e-01,E,0.94143042,5.82325049,5,5,,T3196,L14866
C,2,253.8980,0.0020,38,8.66e-02,B,23.116074,27.99786,4,6,,T5109LS,L1176
Fe,2,253.899324,0.000012,210000,1.93e+00,B+,2.63486052,7.5165973,14,12,,T6892c83,L18349c139
Pt,1,253.92067,0.00006,10000,9.e-02,E,0.10212092,4.98344819,9,9,,T2202,L11529
Fe,2,253.932760,0.000012,8000,2.59e+00,B+,8.7179023,13.5989964,10,12,,T6892c83,L18349c139
Mo,5,253.9344,0.0010,2200,2.2e+00,C,29.769798,34.650869,9,7,,T9479,L19131
Fe,1,253.93567,0.00002,209,2.41e-02,C+,0.91460217,5.79564049,9,7,,T5720,L11631
Fe,2,253.94012,0.00010,500,6.3e-02,D+,8.1452725,13.0262214,10,12,,T6892c83,L18349c139
